publication_date,app_name,publication_count
2025-05-07,Hey,5935
2025-05-07,Orb,348
2025-05-07,Soclly,196
2025-05-07,Bonsai,106
2025-05-07,Fountain,56
2025-05-07,Rekt News,1
2025-05-06,Hey,6164
2025-05-06,Soclly,1069
2025-05-06,Orb,314
2025-05-06,Bonsai,108
2025-05-06,Fountain,66
2025-05-06,Rekt News,1
2025-05-05,Hey,5321
2025-05-05,Orb,342
2025-05-05,Bonsai,170
2025-05-05,Soclly,147
2025-05-05,Fountain,62
2025-05-04,Hey,4876
2025-05-04,Orb,1266
2025-05-04,Bonsai,135
2025-05-04,Soclly,119
2025-05-04,Fountain,28
2025-05-03,Hey,5578
2025-05-03,Orb,425
2025-05-03,Bonsai,201
2025-05-03,Soclly,115
2025-05-03,Fountain,77
2025-05-03,vellu,1
2025-05-02,Hey,5219
2025-05-02,Orb,301
2025-05-02,Bonsai,174
2025-05-02,Soclly,133
2025-05-02,Fountain,45
2025-05-01,Hey,4605
2025-05-01,Orb,290
2025-05-01,Bonsai,180
2025-05-01,Soclly,134
2025-05-01,Fountain,34
2025-05-01,Rekt News,1
